Author,Quote,Book,Tags,Rating,Location,Link,Collected,RawSource,Created,id
Maurice Druon,"`In the mess we have been left to clear up we must be prepared to lose a little so as to save the whole,' the Regent explained to his councillors.",The Accursed Kings 04: The Royal Succession,,,page 133 (Location 2036-2037),,"May 6, 2015 10:41 PM (GMT)",,"March 15, 2020 4:50 PM",2164
Maurice Druon,"But I've discovered a strange thing that the doctors and philosophers, the rats, might think on: why should man be furnished with, a member which, the more work you give it, the more it asks to do?'",The Accursed Kings 04: The Royal Succession,,,page 220 (Location 3362-3364),,"May 11, 2015 12:38 AM (GMT)",,"March 15, 2020 4:50 PM",2165
N. K. Jemisin,"The greatest mysteries of life—or death—were always frightening, but no less marvelous for that.",The Killing Moon,,,page 104 (Location 1589-1590),,"May 18, 2015 8:58 PM (GMT)",,"March 15, 2020 4:50 PM",2166
N. K. Jemisin,"“You’ve done what you can—put yourself close to him, aided him, let him aid you. In the end, that’s all any of us can do for the ones we love.",The Killing Moon,,,page 145 (Location 2217-2218),,"May 19, 2015 9:07 PM (GMT)",,"March 15, 2020 4:50 PM",2167
N. K. Jemisin,It was said that the gods favored fools because they were entertaining to watch.,The Killing Moon,,,page 160 (Location 2446-2446),,"May 20, 2015 11:35 PM (GMT)",,"March 15, 2020 4:50 PM",2168
Erik Larson,"“I ask you to witness, Mr. Speaker, that I have never promised anything or offered anything but blood, tears, toil and sweat, to which I will now add our fair share of mistakes, shortcomings and disappointments and also that this may go on for a very long time, at the end of which I firmly believe—though it is not a promise or a guarantee, only a profession of faith—that there will be complete, absolute and final victory.”",The Splendid and the Vile,,,page 493 location 7549-7552,,"September 18, 2021 9:08 PM (GMT)",Kindle Import Timestamp 1632010442079,"September 19, 2021 10:20 AM",
,,,,,,,,,"October 20, 2021 8:56 AM",
Erik Larson,"IN BERLIN, MEANWHILE, HITLER and Propaganda Minister Joseph Goebbels joked about a newly published English biography of Churchill that revealed many of his idiosyncrasies, including his penchant for wearing pink silk underwear, working in the bathtub, and drinking throughout the day.",The Splendid and the Vile,,,page 486 location 7449-7452,,"September 18, 2021 8:58 PM (GMT)",Kindle Import Timestamp 1632010442079,"September 19, 2021 10:20 AM",
Erik Larson,"“How beautiful the world can be! And we have no chance to enjoy it. Human beings are so stupid. Life is so short, and they then go and make it so hard for themselves.”",The Splendid and the Vile,,,page 474 location 7265-7266,,"September 18, 2021 4:24 PM (GMT)",Kindle Import Timestamp 1632010442079,"September 19, 2021 10:20 AM",
Erik Larson,"“I suppose you wish to know what I am going to say to President Roosevelt on my return,” he said. This was an understatement. Churchill was desperate to know how well his courtship of Hopkins was progressing, and what indeed he would tell the president. “Well,” Hopkins said, “I’m going to quote you one verse from that Book of Books in the truth of which Mr. Johnston’s mother and my own Scottish mother were brought up—” Hopkins dropped his voice to a near whisper and recited a passage from the Bible’s Book of Ruth: “Whither thou goest, I will go; and where thou lodgest, I will lodge: thy people shall be my people, and thy God my God.” Then, softly, he added: “Even to the end.” This was his own addition, and with it a wave of gratitude and relief seemed to engulf the room.",The Splendid and the Vile,,,page 398 location 6102-6109,,"September 13, 2021 9:43 PM (GMT)",Kindle Import Timestamp 1632010442079,"September 19, 2021 10:20 AM",
Erik Larson,"“I suppose you wish to know what I am going to say to President Roosevelt on my return,” he said. This was an understatement. Churchill was desperate to know how well his courtship of Hopkins was progressing, and what indeed he would tell the president. “Well,” Hopkins said, “I’m going to quote you one verse from that Book of Books in the truth of which Mr. Johnston’s mother and my own Scottish mother were brought up—” Hopkins dropped his voice to a near whisper and recited a passage from the Bible’s Book of Ruth: “Whither thou goest, I will go; and where thou lodgest, I will lodge: thy people shall be my people, and thy God my God.” Then, softly, he added: “Even to the end.”",The Splendid and the Vile,,,page 398 location 6102-6108,,"September 13, 2021 9:43 PM (GMT)",Kindle Import Timestamp 1632010442079,"September 19, 2021 10:20 AM",
Erik Larson,"“I suppose you wish to know what I am going to say to President Roosevelt on my return,” he said. This was an understatement. Churchill was desperate to know how well his courtship of Hopkins was progressing, and what indeed",The Splendid and the Vile,,,page 398 location 6102-6104,,"September 13, 2021 9:43 PM (GMT)",Kindle Import Timestamp 1632010442079,"September 19, 2021 10:20 AM",
Erik Larson,"Lunch centered on a ration-times luxury, an immense turkey—“the largest turkey I have ever seen,” Martin wrote—sent from the farm of Churchill’s late friend Harold Harmsworth. The newspaper magnate had died a month before and among his last wishes had directed the bird’s final disposition.",The Splendid and the Vile,,,page 362 location 5547-5549,,"September 11, 2021 9:28 PM (GMT)",Kindle Import Timestamp 1632010442079,"September 19, 2021 10:20 AM",
Erik Larson,"Finally, he attacked the cumbersome prose that so often marked official reports. “Let us have an end to phrases such as these,” he wrote, and quoted two offenders: “It is also of importance to bear in mind the following considerations…” “Consideration should be given to the possibility of carrying into effect…” He wrote: “Most of these woolly phrases are mere padding, which can be left out altogether, or replaced by a single word. Let us not shrink from using the short expressive phrase, even if it is conversational.” The resulting prose, he wrote, “may at first seem rough as compared with the flat surface of officialese jargon. But the saving of time will be great, while the discipline of setting out the real points concisely will prove an aid to clear thinking.”",The Splendid and the Vile,,,page 177 location 2711-2717,,"September 8, 2021 9:08 PM (GMT)",Kindle Import Timestamp 1632010442079,"September 19, 2021 10:20 AM",
Erik Larson,"She reminded him that in the past he had been fond of quoting a French maxim, “On ne règne sur les âmes que par le calme,” meaning, essentially, “One leads by calm.”",The Splendid and the Vile,,,page 124 location 1890-1892,,"September 5, 2021 10:03 PM (GMT)",Kindle Import Timestamp 1632010442079,"September 19, 2021 10:20 AM",
Erik Larson,"But this was what Churchill wanted from Lindemann: to challenge the orthodox, the tried-and-true, and thereby spark greater efficiency.",The Splendid and the Vile,,,page 88 location 1336-1337,,"September 3, 2021 9:53 PM (GMT)",Kindle Import Timestamp 1632010442079,"September 19, 2021 10:20 AM",
Erik Larson,"Churchill took two baths every day, his longtime habit, no matter where he was and regardless of the urgency of the events unfolding elsewhere, whether at the embassy in Paris during one of his meetings with French leaders or aboard his prime ministerial train, whose lavatory included a bathtub.",The Splendid and the Vile,,,page 49 location 740-742,,"September 2, 2021 10:55 PM (GMT)",Kindle Import Timestamp 1632010442079,"September 19, 2021 10:20 AM",
The School Of Life,"However, the best rituals don’t so much impose upon us ideas that we are opposed to but take us back to ideas that we are in deep agreement with yet have allowed to lapse: they are an externally mandated route to inner authenticity.",The School of Life,,,page 13 location 187-189,,"September 1, 2021 8:50 PM (GMT)",Kindle Import Timestamp 1632010442079,"September 19, 2021 10:20 AM",
The School Of Life,"ideas, however noble, tend to require a little help from beauty.",The School of Life,,,page 12 location 176-177,,"September 1, 2021 8:49 PM (GMT)",Kindle Import Timestamp 1632010442079,"September 19, 2021 10:20 AM",
The School Of Life,"They proposed that we suffer from akrasia, commonly translated as ‘weakness of will’, a habit of not listening to what we accept should be heard and a failure to act upon what we know is right.",The School of Life,,,page 10 location 152-154,,"September 1, 2021 8:47 PM (GMT)",Kindle Import Timestamp 1632010442079,"September 19, 2021 10:20 AM",
The School Of Life,"Marcel Proust’s In Search of Lost Time (1913) was, with equally practical ambition, a self-help book intent on delineating the most sincere and intelligent way that we might stop squandering and start to appreciate our too brief lives.",The School of Life,,,page 7 location 107-109,,"August 31, 2021 10:18 PM (GMT)",Kindle Import Timestamp 1632010442079,"September 19, 2021 10:20 AM",
